,MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
17692,M3,N2,14,T1100,150.0,6.0,150.0,25.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
17693,M3,N2,14,T1101,589.0,1.0,89.0,89.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
17694,M3,N2,14,T1101,589.0,1.0,100.0,100.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,KARNATAKA SOAPS DETERGENT LTD,KLEENOL,KLEENOL
17695,M3,N2,14,T1101,589.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,ROYAL CUP
17696,M3,N2,14,T1101,589.0,2.0,290.0,145.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17697,M3,N2,14,T1102,24.0,2.0,24.0,12.0,BATTERIES,NON-ALKALINE,AAA-SIZE,PANASONIC BATTERY IND,PANASONIC,PANASONIC GOLD
17698,M3,N2,14,T1104,180.0,1.0,110.0,110.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
17699,M3,N2,14,T1104,180.0,2.0,70.0,35.0,READY TO EAT,READY TO COOK SNACKS MIXES,READY TO COOK SNACKS MIXES,TALOD GRUH UDYOG,TALOD,TALOD
17700,M3,N2,14,T1105,95.0,1.0,95.0,95.0,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLAKE CORN
17701,M3,N2,14,T1106,150.0,1.0,150.0,150.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17702,M3,N2,14,T1107,25.0,1.0,25.0,25.0,CLEANERS - UTENSIL,TRADITIONAL,POWDERS,DABUR,ODOPIC,ODOPIC SUPER SHAKTI
17703,M3,N2,14,T1108,65.0,1.0,65.0,65.0,READY TO EAT,READY TO COOK SOUPS,READY TO COOK SOUPS,HINDUSTAN UNILEVER LIMITED,KNORR,KNORR
17704,M3,N2,15,T1109,83.0,1.0,83.0,83.0,SPICES (03/04),BLENDED,TEA MASALA-OTHER MASALA,JHAVERI INDUSTRIES,BADSHAH,BADSHAH
17705,M3,N2,15,T1110,140.0,1.0,20.0,20.0,READY TO EAT,READY TO COOK SNACKS MIXES,READY TO COOK SNACKS MIXES,M T R FOOD PRODS,MTR,MTR 3 MINUTE BREAKFAST
17706,M3,N2,15,T1110,140.0,1.0,120.0,120.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,BRITANNIA DAIRY PVT LTD,BRITANNIA,BRITANNIA
17707,M3,N2,15,T1111,541.0,1.0,325.0,325.0,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA GOLD
17708,M3,N2,15,T1111,541.0,1.0,216.0,216.0,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,KRBL LTD,INDIA GATE,INDIAGATE CLASSIC
17709,M3,N2,15,T1112,262.0,1.0,262.0,262.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL MATIC FRONT LOAD
17710,M3,N2,15,T1113,700.0,4.0,120.0,30.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,BALAJI WAFERS P L,BALAJI,BALAJI SALTED CHIPS
17711,M3,N2,15,T1113,700.0,1.0,300.0,300.0,BREAKFAST CEREALS,READY TO EAT CEREALS,MUESLI,KELLOGG'S INDIA,KELLOGG'S MUESLI,KELLOGG'S MUESLI NO ADED SUGAR
17712,M3,N2,15,T1113,700.0,4.0,80.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
17713,M3,N2,15,T1113,700.0,1.0,200.0,200.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE REPAIR & PROTECT
17714,M3,N2,15,T1115,117.0,1.0,35.0,35.0,BISCUITS - CORE & NON CORE,CEREAL BARS,CEREAL BARS,NATURELLA INDIA PVT.LTD,RITE BITE,RITE BITE
17715,M3,N2,15,T1115,117.0,1000.0,82.0,0.08,CLEANERS - TOILET,LIQUIDS,LIQUIDS,DABUR,SANIFRESH,SANIFRESH
17716,M3,N2,15,T1116,235.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17717,M3,N2,15,T1117,42.0,1.0,42.0,42.0,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
17718,M3,N2,15,T1118,225.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
17719,M3,N2,15,T1118,225.0,1.0,215.0,215.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL
17720,M3,N2,15,T1119,53.0,1.0,53.0,53.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
17721,M3,N2,15,T1120,1007.0,1.0,210.0,210.0,PACKAGED RICE (1/95),BASMATI RICE,BASMATI RICE,AMAR SINGH CHAWALWAL,LAL QILLA,LAL QILLA
17722,M3,N2,15,T1120,1007.0,2.0,20.0,10.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,INDO NISSIN,TOP RAMEN,TOP RAMEN FIERY CHILLI
17723,M3,N2,15,T1120,1007.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
17724,M3,N2,15,T1120,1007.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
17725,M3,N2,15,T1120,1007.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
17726,M3,N2,15,T1120,1007.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
17727,M3,N2,15,T1120,1007.0,1000.0,82.0,0.08,CLEANERS - TOILET,LIQUIDS,LIQUIDS,DABUR,SANIFRESH,SANIFRESH
17728,M3,N2,15,T1120,1007.0,1.0,120.0,120.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,BRITANNIA DAIRY PVT LTD,BRITANNIA,BRITANNIA
17729,M3,N2,15,T1120,1007.0,1.0,43.0,43.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,LUX,LUX PINK
17730,M3,N2,15,T1120,1007.0,1.0,140.0,140.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,CARGILL FOODS,GEMINI,GEMINI
17731,M3,N2,15,T1120,1007.0,1.0,10.0,10.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
17732,M3,N2,15,T1120,1007.0,1.0,25.0,25.0,TOOTH BRUSH   (7/93),MANUAL,MANUAL,COLGATE-PALMOLIVE,COLGATE ZIG-ZAG,COLGATE ZIG ZAG
17733,M3,N2,15,T1120,1007.0,1.0,35.0,35.0,TOOTH BRUSH   (7/93),MANUAL,MANUAL,PROCTER & GAMBLE,ORAL-B,ORAL-B 123 NEEM
17734,M3,N2,15,T1120,1007.0,1.0,262.0,262.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL MATIC FRONT LOAD
17735,M3,N2,15,T1121,45.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CLASSIC SALTED
17736,M3,N2,15,T1121,45.0,1.0,35.0,35.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CLASSIC SALTED
17737,M3,N2,15,T1122,102.0,1.0,102.0,102.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
17738,M3,N2,17,T1123,110.0,1.0,110.0,110.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
17739,M3,N2,17,T1124,200.0,100.0,200.0,2.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
17740,M3,N2,17,T1125,288.0,1.0,118.0,118.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
17741,M3,N2,17,T1125,288.0,2.0,20.0,10.0,READY TO EAT,READY TO COOK SOUPS,READY TO COOK SOUPS,HINDUSTAN UNILEVER LIMITED,KNORR,KNORR
17744,M3,N2,17,T1125,288.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,PARLE PRODS,PARLE MARIE,PARLE MARIE
17745,M3,N2,17,T1125,288.0,1.0,80.0,80.0,CHEESE        (4/94),CHEESE SPREAD,CHEESE SPREAD,G C M M F,AMUL,AMUL
17746,M3,N2,17,T1126,225.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17747,M3,N2,17,T1128,102.0,3.0,102.0,34.0,SPICES (03/04),BLENDED,SABJI MASALA-BASIC MASALA,NESTLE INDIA,MAGGI,MAGGI
17748,M3,N2,17,T1130,919.0,2.0,134.0,67.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,PEARS,PEARS SOFT & FRESH
17749,M3,N2,17,T1130,919.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17750,M3,N2,17,T1130,919.0,1.0,290.0,290.0,SANITARY NAPKINS,SANITARY NAPKINS,SANITARY NAPKINS,PROCTER & GAMBLE,WHISPER ULTRA,WHISPER ULTRA NIGHTS
17751,M3,N2,17,T1130,919.0,1.0,35.0,35.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,MARICO INDS,SAFFOLA,SAFFOLA
17752,M3,N2,17,T1130,919.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
17753,M3,N2,17,T1131,362.0,1.0,362.0,362.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
17754,M3,N2,17,T1134,478.0,2.0,352.0,176.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
17755,M3,N2,17,T1134,478.0,2.0,126.0,63.0,SUGAR SUBSTITUTE (11/05),POWDER (SUGAR SUBST),POWDER (SUGAR SUBST),DAURALA SUGAR WORKS,DAURALA,DAURALA
17756,M3,N2,17,T1135,200.0,1.0,200.0,200.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA TETLEY,TATA TETLEY
17757,M3,N2,17,T1136,25.0,1.0,25.0,25.0,CLEANERS - UTENSIL,TRADITIONAL,POWDERS,DABUR,ODOPIC,ODOPIC SUPER SHAKTI
17758,M3,N2,17,T1141,237.0,1.0,237.0,237.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,SAGAR,SAGAR
17759,M3,N2,17,T1142,237.0,1.0,237.0,237.0,PACKAGED PURE GHEE,PACKAGED PURE GHEE,PACKAGED PURE GHEE,G C M M F,SAGAR,SAGAR
17760,M3,N2,17,T1143,100.0,2.0,100.0,50.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17761,M3,N2,18,T1144,170.0,2.0,40.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
17762,M3,N2,18,T1144,170.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
17763,M3,N2,18,T1144,170.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
17764,M3,N2,18,T1145,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17765,M3,N2,18,T1146,550.0,2.0,270.0,135.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17766,M3,N2,18,T1146,550.0,1.0,280.0,280.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL
17767,M3,N2,18,T1147,110.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
17768,M3,N2,18,T1148,290.0,1.0,150.0,150.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17769,M3,N2,18,T1148,290.0,1.0,140.0,140.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17770,M3,N2,18,T1149,380.0,1.0,95.0,95.0,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLAKE CORN
17771,M3,N2,18,T1149,380.0,1.0,285.0,285.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GODREJ INDS (FOODS DIVISION),GODREJ,GODREJ
17772,M3,N2,18,T1151,334.0,1.0,54.0,54.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,NESTLE INDIA,MAGGI,MAGGI TOMATO KETCHUP
17773,M3,N2,18,T1151,334.0,2.0,280.0,140.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,NESTLE INDIA,NESCAFE,NESCAFE CLASSIC
17774,M3,N2,18,T1152,235.0,1.0,140.0,140.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17775,M3,N2,18,T1152,235.0,1.0,95.0,95.0,MILK POWDERS,DAIRY WHITNERS,DAIRY WHITNERS,NESTLE INDIA,EVERYDAY,EVERYDAY DAIRY WHITNER
17776,M3,N2,18,T1153,261.0,1.0,199.0,199.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL TOP LOAD
17777,M3,N2,18,T1153,261.0,1.0,62.0,62.0,SPICES (03/04),BLENDED,SAMBHAR POWDER-SNACK MASALA,JHAVERI INDUSTRIES,BADSHAH,BADSHAH
17778,M3,N2,18,T1154,176.0,1.0,51.0,51.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE
17779,M3,N2,18,T1154,176.0,1.0,125.0,125.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,JOHNSON & JOHNSON,JOHNSON'S BABY,JOHNSON'S BABY POWDER
17780,M3,N2,18,T1155,120.0,2.0,120.0,60.0,BISCUITS - CORE & NON CORE,ASSORTED BISCUITS,ASSORTED BISCUITS,PARLE PRODS,PARLE CHEESLING,CHEESLING
17781,M3,N2,18,T1156,265.0,1.0,265.0,265.0,COFFEE,INSTANT COFFEE,INSTANT COFFEE,HINDUSTAN UNILEVER LIMITED,BRU,BRU GOLD
17782,M3,N2,18,T1157,310.0,1.0,310.0,310.0,SQSH CRDLS & SFT DRNK-CONVERTD,SQUASHES,SQUASHES,GURUJI PROD PVT LTD,GURUJI,GURUJI
17783,M3,N2,18,T1159,50.0,1.0,50.0,50.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,TAJ MAHAL,BROOKE BOND TAJ MAHAL TEA BAGS
17784,M3,N2,18,T1160,15.0,1.0,15.0,15.0,BATTERIES,NON-ALKALINE,AA-SIZE,PANASONIC BATTERY IND,NOVINO,NOVINO GOLD
17785,M3,N2,18,T1161,210.0,1.0,210.0,210.0,SALTY SNACKS (2/97),SEV BHUJIA,SEV BHUJIA,HALDIRAM,HALDIRAM PRABHUJI,HALDIRAM PRABHUJI
17786,M3,N2,19,T1162,65.0,1.0,65.0,65.0,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,VARDHMAN OIL MILLS,PRABHAT,PRABHAT
17787,M3,N2,19,T1163,65.0,1.0,65.0,65.0,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,VARDHMAN OIL MILLS,PRABHAT,PRABHAT
17788,M3,N2,19,T1164,65.0,1.0,65.0,65.0,NON-REFINED OILS   (9/93),MUSTARD/RAPE SEED,MUSTARD/RAPE SEED,VARDHMAN OIL MILLS,PRABHAT,PRABHAT
17789,M3,N2,19,T1166,135.0,1.0,135.0,135.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,EXPRESS FOODS,DOMINOS,DOMINOS
17790,M3,N2,19,T1167,190.0,1.0,190.0,190.0,BREAKFAST CEREALS,HOT CEREALS,OATS,PEPSICO INDIA,QUAKER,QUAKER OATS
17791,M3,N2,19,T1168,20.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G GOLD,PARLE-G GOLD
17792,M3,N2,19,T1168,20.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
17793,M3,N2,19,T1169,40.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,ELITE NATURAL PVT LTD,ELITE,ELITE
17795,M3,N2,19,T1170,89.0,1.0,89.0,89.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,COLGATE-PALMOLIVE,PALMOLIVE,PALMOLIVE NATURALS
17796,M3,N2,19,T1171,50.0,1.0,50.0,50.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
17797,M3,N2,19,T1173,275.0,4.0,140.0,35.0,READY TO EAT,READY TO COOK SNACKS MIXES,READY TO COOK SNACKS MIXES,M T R FOOD PRODS,MTR,MTR
17798,M3,N2,19,T1173,275.0,1.0,135.0,135.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,EXPRESS FOODS,DOMINOS,DOMINOS
17799,M3,N2,19,T1174,113.0,1.0,113.0,113.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA GOLD,TATA GOLD
17800,M3,N2,19,T1175,163.0,1.0,163.0,163.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
17801,M3,N2,19,T1176,56.0,1.0,56.0,56.0,PACKAGED ATTA (1/95),ATTA,ATTA,GENERAL MILLS,PILLSBURY,PILLSBURY MULTI GRAINS ATTA
17802,M3,N2,19,T1178,163.0,1.0,163.0,163.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
17803,M3,N2,19,T1179,904.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17804,M3,N2,19,T1179,904.0,1.0,105.0,105.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
17805,M3,N2,19,T1179,904.0,2.0,240.0,120.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GODREJ INDS (FOODS DIVISION),GODREJ,GODREJ
17806,M3,N2,19,T1179,904.0,1.0,99.0,99.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
17807,M3,N2,19,T1179,904.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,I T C,AASHIRVAAD,AASHIRVAAD WHOLE WHEAT
17808,M3,N2,19,T1180,986.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17809,M3,N2,19,T1180,986.0,1.0,179.0,179.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
17810,M3,N2,19,T1180,986.0,1.0,400.0,400.0,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,BLENDED OIL,MARICO INDS,SAFFOLA,SAFFOLA TOTAL
17811,M3,N2,19,T1180,986.0,1.0,95.0,95.0,BREAKFAST CEREALS,READY TO EAT CEREALS,ALL FAMILY,KELLOGG'S INDIA,KELLOGG'S CORNFLAKES,KELLOGG'S CORNFLAKE CORN
17812,M3,N2,19,T1180,986.0,1.0,55.0,55.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI EXTRA STRONG LEAVES
17813,M3,N2,19,T1180,986.0,1.0,32.0,32.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,SANGHVI FOODS PVT LTD,SILVER COIN,SILVER COIN
17814,M3,N2,19,T1182,60.0,30.0,60.0,2.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
17815,M3,N2,21,T1203,570.0,2.0,220.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
17816,M3,N2,21,T1203,570.0,1.0,350.0,350.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,BRITANNIA DAIRY PVT LTD,BRITANNIA,BRITANNIA
17817,M3,N2,21,T1204,525.0,1.0,500.0,500.0,BEVERAGES,BROWN POWDERS,BROWN POWDERS,HEINZ,COMPLAN,COMPLAN CHOCOLATE
17818,M3,N2,21,T1204,525.0,1.0,25.0,25.0,CLEANERS - UTENSIL,TRADITIONAL,POWDERS,DABUR,ODOPIC,ODOPIC SUPER SHAKTI
17819,M3,N2,21,T1205,286.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17820,M3,N2,21,T1205,286.0,1.0,105.0,105.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,MALA PRODS,MALA'S,MALA'S
17821,M3,N2,21,T1205,286.0,1.0,135.0,135.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
17822,M3,N2,21,T1206,144.0,1.0,144.0,144.0,SQSH CRDLS & SFT DRNK-CONVERTD,SQUASHES,SQUASHES,MAPRO,MAPRO,MAPRO
17823,M3,N2,21,T1208,235.0,1.0,235.0,235.0,PACKAGED ATTA (1/95),ATTA,ATTA,CARGILL FOODS,NATURE FRESH,NATURE FRSH SAMPOORNA CHK ATTA
17824,M3,N2,21,T1210,241.0,1.0,185.0,185.0,HAIR CONDITIONERS,HAIR CONDITIONERS,HAIR CONDITIONERS,L'OREAL INDIA,L'OREAL PARIS,L'OREAL PARIS
17825,M3,N2,21,T1210,241.0,1.0,56.0,56.0,PACKAGED ATTA (1/95),ATTA,ATTA,GENERAL MILLS,PILLSBURY,PILLSBURY MULTI GRAINS ATTA
17826,M3,N2,21,T1211,179.0,1.0,179.0,179.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,LIZOL,LIZOL DISINFECT FLR CLNR
17827,M3,N2,21,T1212,404.0,4.0,80.0,20.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
17828,M3,N2,21,T1212,404.0,1.0,99.0,99.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HEINZ,HEINZ,HEINZ TOMATO KETCHUP
17829,M3,N2,21,T1212,404.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17830,M3,N2,22,T1213,60.0,1.0,60.0,60.0,PRE-POST WASH PRODUCTS,LIQUID BLEACHES,LIQUID BLEACHES,HINDUSTAN UNILEVER LIMITED,RIN,RIN
17831,M3,N2,22,T1216,130.0,4.0,120.0,30.0,SALTY SNACKS (2/97),BANANA CHIPS/LACHA/OTHERS,BANANA CHIPS/LACHA/OTHERS,BALAJI WAFERS P L,BALAJI,BALAJI BANANA CHIPS
17832,M3,N2,22,T1216,130.0,2.0,10.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,FRT/MINT ROLLS,FRT/MINT ROLLS,NESTLE INDIA,POLO,POLO FRT/MINT ROLL
17833,M3,N2,22,T1217,170.0,1.0,170.0,170.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,GLAXO SMITHKLINE,SENSODYNE,SENSODYNE
17834,M3,N2,22,T1218,33.0,1.0,33.0,33.0,MOSQUITO REPELLANTS CTG (8/93),COILS,COILS,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT GREEN SHAKTI
17835,M3,N2,22,T1219,120.0,1.0,120.0,120.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,GODREJ INDS (FOODS DIVISION),GODREJ,GODREJ
17836,M3,N2,24,T1220,257.0,1.0,32.0,32.0,PACKAGED ATTA (1/95),MAIDA,MAIDA,SANGHVI FOODS PVT LTD,SILVER COIN,SILVER COIN
17837,M3,N2,24,T1220,257.0,1.0,225.0,225.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
17838,M3,N2,24,T1222,110.0,1.0,110.0,110.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
17839,M3,N2,24,T1224,190.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
